id,long,lat,sub_basin,elevation,aap_(mm),riverdist_m,faultdist_m,landuse_type,slop(percent),slop(degrees),geo_unit,des_geouni,climate_type,des_climatetype
1156.0,59.173,32.806,Namakzar-e Shahdad,2037.0,164.0,1269.39,2039.89,mix(bagh_X),15.01,8.54,sp, Spilite rocks locally with pillow structure,A-C-W,"Hot and dry, with a dry period longer than the humid period"
1157.0,59.258,32.815,Namakzar-e Shahdad,1735.0,164.0,816.09,652.55,mix(bagh_X),36.96,20.28,tm,"Tectonic melange - association of ophiolitic components , pelagic limestone , radiolarian chert and shale with or without Eocene sedimentary rocks (Coloured Melange complex )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
1158.0,59.173,32.806,Namakzar-e Shahdad,2037.0,164.0,1269.39,2039.89,mix(bagh_X),15.01,8.54,sp, Spilite rocks locally with pillow structure,A-C-W,"Hot and dry, with a dry period longer than the humid period"
1159.0,59.396,32.707,Namakzar-e Shahdad,2183.0,164.0,182.72,4127.83,mix(bagh_X),22.55,12.71,pd," Peridolites including dunite , harzburgite and serpentinite",A-C-W,"Hot and dry, with a dry period longer than the humid period"
1160.0,59.474,32.688,Namakzar-e Shahdad,2090.0,164.0,1193.33,1526.21,mix(bagh_X),14.7,8.36,tm,"Tectonic melange - association of ophiolitic components , pelagic limestone , radiolarian chert and shale with or without Eocene sedimentary rocks (Coloured Melange complex )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
1161.0,59.482,32.681,Namakzar-e Shahdad,2045.0,164.0,271.62,1252.5,mix(bagh_X),18.87,10.69,tm,"Tectonic melange - association of ophiolitic components , pelagic limestone , radiolarian chert and shale with or without Eocene sedimentary rocks (Coloured Melange complex )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
1162.0,59.503,33.282,Upper Hari Rod,2065.0,188.0,204.09,8795.98,mix(woodland_x),10.5,5.99,OMa.bv,Ordovician Maquoketa shale aquitard,A-K-W,"Hot and dry, with a dry period longer than the humid period"
1163.0,59.564,33.26,Upper Hari Rod,2306.0,188.0,1208.61,6364.01,mix(woodland_x),22.97,12.94,OMa.bv,Ordovician Maquoketa shale aquitard,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1164.0,45.934,33.77,Nahrawan Canal,620.0,133.0,52.83,6998.54,modrange,20.23,11.44,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1165.0,45.953,33.774,Nahrawan Canal,959.0,133.0,761.34,6788.89,lowforest,32.06,17.77,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1166.0,45.961,33.781,Nahrawan Canal,855.0,133.0,943.08,6607.67,lowforest,26.69,14.95,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1167.0,45.973,33.792,Nahrawan Canal,1025.0,133.0,997.56,4993.21,lowforest,50.72,26.9,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1168.0,45.982,33.797,Nahrawan Canal,896.0,133.0,470.71,4134.4,lowforest,16.26,9.24,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1169.0,45.989,33.809,Nahrawan Canal,863.0,133.0,39.67,2659.33,modrange,13.05,7.44,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1170.0,45.998,33.814,Nahrawan Canal,930.0,133.0,583.69,1947.79,lowforest,10.29,5.87,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1171.0,45.92,33.773,Nahrawan Canal,695.0,133.0,578.83,7769.94,modrange,9.17,5.24,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1172.0,45.936,33.776,Nahrawan Canal,794.0,133.0,539.73,7554.98,modrange,32.91,18.22,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1173.0,45.917,33.756,Nahrawan Canal,996.0,133.0,1151.97,6105.84,poorrange,26.08,14.62,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1174.0,45.919,33.669,Nahrawan Canal,774.0,133.0,559.9,2981.14,poorrange,46.51,24.94,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1175.0,45.93,33.748,Nahrawan Canal,587.0,133.0,45.5,4848.71,modrange,27.23,15.23,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1176.0,45.958,33.774,Nahrawan Canal,975.0,133.0,1061.43,6624.84,lowforest,19.57,11.07,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1177.0,45.944,33.761,Nahrawan Canal,664.0,133.0,925.05,5736.51,modrange,9.08,5.19,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1178.0,45.956,33.794,Nahrawan Canal,734.0,133.0,271.44,5746.34,lowforest,26.97,15.09,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1179.0,45.836,33.671,Nahrawan Canal,327.0,133.0,490.9,753.92,poorrange,10.72,6.12,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1180.0,45.948,33.805,Nahrawan Canal,719.0,133.0,82.35,5545.86,dryfarming,12.05,6.87,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1181.0,45.929,33.796,Nahrawan Canal,736.0,133.0,641.29,7567.31,modrange,3.13,1.8,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1182.0,45.932,33.78,Nahrawan Canal,813.0,133.0,712.71,8101.26,modrange,20.34,11.49,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1183.0,45.914,33.785,Nahrawan Canal,721.0,133.0,345.61,9211.56,modrange,12.94,7.37,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1184.0,45.894,33.788,Nahrawan Canal,925.0,133.0,1345.35,10180.48,poorrange,37.87,20.74,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1185.0,45.904,33.771,Nahrawan Canal,1037.0,133.0,1445.66,8088.83,poorrange,14.03,7.99,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1186.0,45.955,33.781,Nahrawan Canal,799.0,133.0,402.63,6917.72,lowforest,16.22,9.22,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1187.0,45.987,33.831,Nahrawan Canal,1088.0,133.0,247.5,1090.33,lowforest,17.79,10.09,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1188.0,45.819,33.822,Nahrawan Canal,658.0,133.0,435.97,15953.34,poorrange,23.65,13.31,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1189.0,45.692,33.804,Nahrawan Canal,247.0,133.0,982.59,19537.53,poorrange,0.95,0.54,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1190.0,45.975,33.789,Nahrawan Canal,1209.0,133.0,1343.55,5207.05,lowforest,34.06,18.81,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1191.0,45.983,33.803,Nahrawan Canal,797.0,133.0,93.92,3486.63,modrange,5.38,3.08,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1192.0,46.008,33.769,Nahrawan Canal,1289.0,160.0,1351.62,3921.32,lowforest,17.25,9.79,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1193.0,45.989,33.831,Nahrawan Canal,1055.0,133.0,248.55,905.54,lowforest,20.73,11.71,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1194.0,45.988,33.789,Nahrawan Canal,1055.0,133.0,797.05,4301.2,lowforest,37.23,20.42,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1195.0,45.685,34.238,Diyala,865.0,171.0,2416.56,15943.62,lowforest,38.47,21.04,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1196.0,45.687,34.232,Nahrawan Canal,880.0,171.0,2428.63,16395.2,lowforest,41.76,22.67,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1197.0,45.924,34.904,Diyala,819.0,212.0,449.35,21079.52,mix(poorrange_x),15.97,9.07,KEpd-gu,Keewatin Epedotic quartz diorite,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
1198.0,46.679,34.925,Diyala,1820.0,222.0,2256.06,1108.75,goodrange,25.62,14.37,OMql, Massive to thick - bedded reefal limestone,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1199.0,46.681,34.923,Diyala,1857.0,222.0,2173.4,844.05,goodrange,24.7,13.87,OMql, Massive to thick - bedded reefal limestone,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1200.0,46.71,34.882,Diyala,1708.0,222.0,254.2,43.75,mix(dryfarming_x),19.05,10.79,PeEf,"Sandstone , shale , limestone and volcanics",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1201.0,47.146,34.783,Gamasb,2154.0,218.0,1352.79,50.27,goodrange,25.19,14.14,pd," Peridolites including dunite , harzburgite and serpentinite",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1202.0,46.469,34.855,Diyala,1781.0,224.0,885.53,900.94,lowforest,53.34,28.07,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1203.0,47.061,33.488,Gamasb,1594.0,176.0,112.27,10024.25,modrange,14.11,8.03,EMas-sb, Undivided Asmari and Shahbazan Formation,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1204.0,47.077,33.484,Gamasb,1721.0,176.0,1526.1,11012.83,modrange,43.78,23.64,EMas-sb, Undivided Asmari and Shahbazan Formation,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1205.0,47.459,34.113,Gamasb,1433.0,194.0,389.65,353.16,mix(modrange_x),19.22,10.88,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1206.0,47.463,34.113,Gamasb,1397.0,194.0,286.62,684.01,mix(modrange_x),31.02,17.23,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1207.0,47.454,34.108,Gamasb,1281.0,194.0,92.34,186.14,mix(modrange_x),16.06,9.13,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1208.0,47.503,34.112,Gamasb,1488.0,199.0,75.42,2905.64,modforest,20.7,11.69,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1209.0,47.495,34.121,Gamasb,1462.0,194.0,413.94,3562.02,modforest,20.75,11.72,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1210.0,47.478,34.118,Gamasb,1385.0,194.0,128.38,2174.0,mix(modrange_x),29.64,16.51,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1211.0,47.494,34.122,Gamasb,1431.0,194.0,464.37,3631.18,modforest,5.96,3.41,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1212.0,47.498,34.119,Gamasb,1501.0,194.0,382.68,3457.67,modforest,23.92,13.45,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1213.0,47.358,34.197,Gamasb,1249.0,194.0,57.14,6633.09,mix(agri_dryfarming),6.72,3.85,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1214.0,47.365,34.148,Gamasb,1300.0,194.0,277.96,2522.41,modrange,44.67,24.07,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1215.0,46.638,34.116,Gamasb,1423.0,188.0,302.75,3956.72,goodrange,5.3,3.03,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1216.0,46.488,34.792,Diyala,1316.0,224.0,238.58,1518.62,mix(dryfarming_x),10.59,6.04,TRKurl,"  Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1217.0,46.461,34.798,Diyala,1241.0,224.0,137.29,1625.96,mix(dryfarming_x),16.27,9.24,TRKurl,"  Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1218.0,46.499,34.808,Diyala,1343.0,224.0,322.07,420.38,urban,5.82,3.33,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1219.0,47.372,34.171,Gamasb,1317.0,194.0,207.96,5147.16,modrange,25.36,14.23,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1220.0,46.455,34.836,Diyala,1389.0,224.0,653.89,1444.81,mix(dryfarming_x),22.47,12.66,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1221.0,46.476,34.836,Diyala,1449.0,224.0,350.49,1320.44,mix(dryfarming_x),37.75,20.68,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1222.0,46.357,34.756,Diyala,1306.0,224.0,350.6,720.26,rock,41.05,22.32,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1223.0,47.121,34.174,Gamasb,1593.0,194.0,32.29,2107.32,mix(agri_dryfarming),11.56,6.59,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1224.0,46.351,34.788,Diyala,1570.0,224.0,1357.8,2965.63,mix(dryfarming_x),43.96,23.73,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1225.0,46.493,34.807,Diyala,1324.0,224.0,31.99,158.97,urban,7.19,4.11,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1226.0,46.491,34.808,Diyala,1335.0,224.0,245.97,167.47,urban,5.85,3.35,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1227.0,46.424,34.805,Diyala,1220.0,224.0,225.92,96.42,mix(dryfarming_x),25.48,14.29,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1228.0,46.603,33.428,Nahrawan Canal,1779.0,160.0,1896.49,14831.57,modforest,46.57,24.97,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1229.0,46.479,33.483,Nahrawan Canal,1153.0,132.0,399.42,5444.99,poorrange,22.27,12.56,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1230.0,46.649,33.718,Gamasb,955.0,170.0,474.16,181.37,mix(agri_X),5.35,3.06,EMas-sb, Undivided Asmari and Shahbazan Formation,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1231.0,46.695,33.735,Gamasb,1299.0,170.0,1348.52,2870.26,modrange,68.12,34.26,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1232.0,46.601,33.578,Nahrawan Canal,2149.0,170.0,3485.73,2654.12,modforest,27.99,15.64,KEpd-gu,Keewatin Epedotic quartz diorite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1233.0,46.885,33.418,Gamasb,1054.0,160.0,748.28,4888.12,mix(dryfarming_x),12.39,7.06,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1234.0,46.527,33.728,Gamasb,1274.0,170.0,281.2,188.58,mix(agri_X),5.06,2.9,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1235.0,46.511,33.714,Gamasb,1338.0,170.0,1608.7,1155.28,mix(agri_X),13.98,7.96,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1236.0,46.888,33.418,Gamasb,1058.0,160.0,786.32,4681.76,mix(dryfarming_x),5.65,3.23,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1237.0,47.492,33.808,Gamasb,1586.0,179.0,1270.4,9257.61,modforest,54.08,28.4,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1238.0,47.442,33.788,Gamasb,985.0,179.0,20.82,5466.52,mix(dryfarming_x),4.58,2.62,KPeam,"Dark oliv - brown , low weathered siltstone and sandstone with local development of chert conglomerate and shelly limestone ( AMIRAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1239.0,46.684,33.638,Gamasb,1039.0,170.0,1455.82,5348.96,mix(agri_X),4.39,2.51,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1240.0,46.738,33.737,Gamasb,1513.0,170.0,1458.72,2053.44,lowforest,15.99,9.09,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1241.0,47.453,33.755,Gamasb,1036.0,179.0,473.07,8679.17,mix(modrange_x),2.17,1.24,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1242.0,47.488,33.77,Gamasb,1180.0,179.0,215.72,10149.35,modrange,4.03,2.31,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1243.0,47.338,33.587,Gamasb,1439.0,179.0,496.67,14683.4,mix(dryfarming_x),1.16,0.66,Ekn,"Red conglomerate , sandstone and siltstone ( KASHKAN FM. )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1244.0,47.359,33.788,Gamasb,1527.0,179.0,1085.52,3833.07,modforest,9.91,5.66,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1245.0,47.354,33.774,Gamasb,1308.0,179.0,898.03,5450.62,goodrange,19.11,10.82,KPeam,"Dark oliv - brown , low weathered siltstone and sandstone with local development of chert conglomerate and shelly limestone ( AMIRAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1246.0,46.388,33.514,Nahrawan Canal,1141.0,160.0,1853.01,738.96,lowforest,23.34,13.14,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1247.0,46.3,33.707,Nahrawan Canal,1052.0,160.0,263.58,3899.62,lowforest,5.13,2.94,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1248.0,46.301,33.708,Nahrawan Canal,1061.0,160.0,324.69,4043.38,lowforest,4.81,2.75,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1249.0,46.292,33.706,Nahrawan Canal,1040.0,160.0,30.23,3393.71,lowforest,10.3,5.88,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1250.0,46.296,33.708,Nahrawan Canal,1042.0,160.0,46.22,3784.92,dryfarming,5.65,3.23,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1251.0,46.281,33.693,Nahrawan Canal,963.0,160.0,164.43,1628.42,dryfarming,9.85,5.63,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1252.0,46.271,33.686,Nahrawan Canal,947.0,160.0,280.2,448.07,lowforest,17.55,9.95,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-VW,"Warm and dry, with a dry period longer than the humid period"
1253.0,46.294,33.708,Nahrawan Canal,1040.0,160.0,97.77,3681.54,dryfarming,5.81,3.33,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1254.0,46.261,33.708,Nahrawan Canal,1177.0,160.0,529.43,1522.35,lowforest,28.35,15.83,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1255.0,46.264,33.704,Nahrawan Canal,1031.0,160.0,762.12,1404.32,lowforest,8.3,4.75,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1256.0,46.296,33.709,Nahrawan Canal,1045.0,160.0,21.74,3876.99,dryfarming,6.72,3.85,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1257.0,46.267,33.703,Nahrawan Canal,1018.0,160.0,719.7,1522.04,lowforest,5.17,2.96,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1258.0,46.267,33.722,Nahrawan Canal,1143.0,160.0,518.56,3014.94,dryfarming,7.93,4.53,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1259.0,46.296,33.705,Nahrawan Canal,1042.0,160.0,111.43,3508.7,lowforest,5.51,3.15,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1260.0,46.289,33.723,Nahrawan Canal,1114.0,160.0,572.47,4532.85,dryfarming,6.08,3.48,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1261.0,46.286,33.706,Nahrawan Canal,1032.0,160.0,442.42,3001.04,lowforest,6.14,3.51,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1262.0,46.354,33.639,Nahrawan Canal,1300.0,160.0,179.35,5866.82,mix(agri_dryfarming),4.06,2.33,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1263.0,46.422,33.659,Nahrawan Canal,1546.0,160.0,230.54,10241.26,modforest,14.87,8.46,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1264.0,46.453,33.659,Nahrawan Canal,1661.0,160.0,971.18,7846.96,modforest,28.41,15.86,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
